"","M01.1-V1-stool","M01.1-V2-stool","M01.1-V3-stool","M01.2-V1-stool","M01.2-V2-stool","M01.2-V3-stool","M01.3-V1-stool","M01.3-V2-stool","M01.3-V3-stool","M01.4-V1-stool","M01.4-V2-stool","M01.4-V3-stool","M01.5-V2-stool","M01.5-V3-stool","M02.1-V1-stool","M02.1-V2-stool","M02.1-V3-stool","M02.2-V1-stool","M02.2-V2-stool","M02.2-V3-stool","M02.3-V1-stool","M02.3-V2-stool","M02.3-V3-stool","M02.4-V1-stool","M02.4-V2-stool","M02.4-V3-stool","M02.5-V1-stool","M02.5-V2-stool","M03.1-V2-stool","M03.1-V3-stool","M03.3-V1-stool","M03.3-V2-stool","M03.3-V3-stool","M03.4-V1-stool","M03.4-V2-stool","M03.4-V3-stool","M03.5-V1-stool","M03.5-V2-stool","M04.1-V1-stool","M04.1-V3-stool","M04.2-V1-stool","M04.2-V2-stool","M04.2-V3-stool","M04.3-V1-stool","M04.3-V3-stool","M04.4-V1-stool","M04.4-V3-stool","M04.5-V1-stool","M04.5-V2-stool","M04.5-V3-stool","M04.6-V1-stool","M04.6-V2-stool","M04.6-V3-stool"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium",0,0,0,0,0,0,0.01941,0.12654,0.00565,0.04475,0.00377,0.01091,0,0,0.00897,0.01178,0.39033,0,0,0,0,0,0,0,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0.00263,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis",0,0,0,0,0,0,0.01552,0.0194,0.01683,0,0,0,0,0,0.01456,0,0,0,0.01522,0.01911,0,0,0,0,0,0,0.18888,0.08711,0,0.00578,0,0,0,0,0,0,0.05244,0.00627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145",0,0,0,0,0,0,0.00418,0,0.01159,0,0,0,0,0,0.01795,0.00666,0.00134,0.00766,0.00577,0.03145,0.00558,0.01021,0.00291,0,0,0,0,0,0.04445,0.03713,0,0,0,0,0.02454,0.01145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii",0,0,0,0,0,0,0.00337,0.00096,0,0,0.03507,0,0,0,0,0,0,0,0.03606,0.0025,0,0,0,0,0.00281,0.01334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_divergens",0,0,0,0,0,0,0.00268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi",0,0,0,0,0,0,0.00092,0,0,0,0,0,0,0,0,0,0,0,0.00478,0.00055,0,0,0,0,0.00142,0,0,0,0,0,0.00298,0,0,0,0.01182,0,0.0088,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra",0,0,0,0,0,0,0.00044,0.00574,0.00284,0.00259,0.00345,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076,0,0,0,0,0.01137,0.15386,0.00491,0.02013,0.01207,0.01835,0,0.01652,0,0,0.02031,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae",0,0,0,0,0,0,0,0.00768,0,0.12889,0,0,0,0,0,0,0,0,0.03733,0.43356,0,0.18917,0,0.00699,0,0,0,0,0,0,0,0.02352,0.01421,0.01921,0,0,0,0.01013,0,0.00552,0.02349,0,0,0,0,0,0,0.01311,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis",0,0,0,0,0,0,0,0.00713,0,0.00235,0.00466,0.00553,0.00151,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01762,0.00063,0,0,0.00107,0,0,0,0,0.02412,0.05547,0.00479,0,0.00731,0.00432,0.00128,0.00882,0.00207,0.00339,0.00355,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae",0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0.00203,0,0,0,0,0,0,0,0,0,0.01466,0,0.00135,0,0,0,0.00184,0,0.00104,0.0032,0.00291,0.00316,0,0.00068,0,0,0,0,0,0,0,0,0.00278
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Terrisporobacter",0,0,0,0,0,0,0,0.05556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus",0,0,0,0,0,0,0,0.00768,0,0.12889,0,0,0,0,0,0,0,0,0.03733,0.43356,0,0.18917,0,0.00699,0,0,0,0,0,0,0,0.02352,0.01421,0.01921,0,0,0,0.01013,0,0.00552,0.02349,0,0,0,0,0,0,0.01311,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium",0,0,0,0,0,0,0,0.00713,0,0,0,0.00553,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617,0.00063,0,0,0.00107,0,0,0,0,0.01016,0.00628,0,0,0,0,0.00128,0,0.00207,0.00339,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia",0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium",0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0.00203,0,0,0,0,0,0,0,0,0,0.01466,0,0,0,0,0,0,0,0,0,0.00291,0,0,0,0,0,0,0,0,0,0,0,0.00278
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_othiniensis",0,0,0,0,0,0,0,0.05556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis",0,0,0,0,0,0,0,0.03198,0.00807,0,0,0.18644,0,0,0.00298,0,0,0,0,0,0,0,0,0,0,0,0.00858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii",0,0,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0,0.00536,0,0,0,0,0,0,0,0.00341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,0,0,0,0,0,0,0,0.01472,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis",0,0,0,0,0,0,0,0.01311,0,0.01325,0.02438,0.00748,0,0,0,0,0,0,0.0013,0.00795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12395,0.0065,0,0.00696,0,0,0,0,0,0.01562,0.00333,0,0.00334,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47",0,0,0,0,0,0,0,0.01213,0.00938,0,0,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris",0,0,0,0,0,0,0,0.00897,0,0.01005,0.00973,0.00376,0,0,0.00096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,0,0.00085,0,0,0.00251,0,0,0,0.00475,0.00176,0.00604,0,0,0,0,0,0,0.00275,0,0.00387,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium",0,0,0,0,0,0,0,0.00768,0,0.10766,0,0,0,0,0,0,0,0,0.03733,0.41963,0,0.11059,0,0.00699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum",0,0,0,0,0,0,0,0.00713,0,0,0,0.00553,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617,0.00063,0,0,0.00107,0,0,0,0,0.01016,0,0,0,0,0,0.00128,0,0.00207,0.00339,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448",0,0,0,0,0,0,0,0.00395,0.00089,0,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius",0,0,0,0,0,0,0,0.00267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii",0,0,0,0,0,0,0,0.0021,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01067,0.01279,0,0,0.01554,0,0,0,0,0,0,0,0,0.00078,0,0,0,0,0,0,0,0.00061,0.04983,0,0.00159,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3",0,0,0,0,0,0,0,0.00125,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans",0,0,0,0,0,0,0,0.00114,0,0.00491,0,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01155,0.01514,0,0,0,0,0,0.00248,0.00143,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae",0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_rimae",0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group",0,0,0,0,0,0,0,0.00084,0,0.01452,0,0.17489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703,0.03783,0.00608,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae",0,0,0,0,0,0,0,0,0.02477,0,0,0.00356,0,0,0,0,0,0,0.00678,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08278,0,0,0,0,0,0,0,0,0,0,0,0.16334,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc",0,0,0,0,0,0,0,0,0.02477,0,0,0,0,0,0,0,0,0,0.00678,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified",0,0,0,0,0,0,0,0,0.00321,0,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides",0,0,0,0,0,0,0,0,0.01615,0,0,0,0,0,0,0,0,0,0.00678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum",0,0,0,0,0,0,0,0,0.00863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005",0,0,0,0,0,0,0,0,0.00321,0,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus",0,0,0,0,0,0,0,0,0.00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria",0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40217,0.11679,0.23911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01862,0.3778,0,0.01276,0,0.00172,0,0.00385,0,0.00058,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia",0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40217,0.11679,0.23911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01862,0.3778,0,0.01276,0,0.00172,0,0.00385,0,0.00058,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales",0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40217,0.11679,0.23911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01862,0.3778,0,0.01276,0,0.00172,0,0.00385,0,0.00058,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae",0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40217,0.11679,0.23911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01862,0.3778,0,0.01276,0,0.00172,0,0.00385,0,0.00058,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus",0,0,0,0,0,0,0,0,0,12.94554,14.33804,4.50549,0,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0.00588,0.01663,0,0,0.00392,0,0,0,0.00854,0.00049,0.00456,0.03044,0,0,0,0,0,0,3.69613,0,4.4401,0,0,2.15194,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella",0,0,0,0,0,0,0,0,0,0.25788,0.28561,0.04981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified",0,0,0,0,0,0,0,0,0,0.02831,0.02407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter",0,0,0,0,0,0,0,0,0,0.00972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181,0,0,0,0,0,0,0.16601,0.20071,0,0,0.01265,0.01818,0,0,0,6.63477,0,0,0,0.12572,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila",0,0,0,0,0,0,0,0,0,0.00869,0.00229,0.00291,0,0,0.01603,0.0285,0.00426,0.14949,0.11093,0.07896,0.04034,0.02565,0.02128,0.01321,0.00644,0.00834,0.02101,0.03282,0.0614,0.04124,0.09549,0.15318,0.11649,0.15262,0.29089,0.15384,0,0,0,0,0.0105,0.09307,0.00956,0.08726,0.02044,0.14109,0.01123,0.11346,0,0.00712,0.15104,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum",0,0,0,0,0,0,0,0,0,0.00595,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium",0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40217,0.11679,0.23911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01862,0.3778,0,0.01276,0,0.00172,0,0.00385,0,0.00058,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified",0,0,0,0,0,0,0,0,0,0.00235,0.00466,0,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01145,0,0,0,0,0,0,0,0,0.01396,0.04919,0.00479,0,0.00731,0.00432,0,0.00882,0,0,0.00355,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_CAG_528",0,0,0,0,0,0,0,0,0,12.94554,14.33804,4.50549,0,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69613,0,4.4401,0,0,2.15194,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279",0,0,0,0,0,0,0,0,0,8.40446,5.9862,4.70285,9.00254,2.31445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66587,0.24593,0.52425,6.44336,0.70767,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_488",0,0,0,0,0,0,0,0,0,2.86574,3.79392,0.07352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520",0,0,0,0,0,0,0,0,0,2.40527,1.60975,4.42807,2.51476,4.77586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77629,9.55094,16.73701,1.51987,18.82874,0,0,0,0,0,0,0,0.00473,9e-04,0.00132
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris",0,0,0,0,0,0,0,0,0,0.58132,0.0476,0.60716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops",0,0,0,0,0,0,0,0,0,0.41082,0.11963,0.01753,0,0,0,0,0,2.47899,1.67467,1.3415,0,0,0,0,0,0,0,0,3.33646,2.70497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170",0,0,0,0,0,0,0,0,0,0.37558,1.334,0.00961,0,0,0,0,0,0,0,0,0.00644,0.01168,0,0.05558,0.00878,0.03407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862,0.01758
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida",0,0,0,0,0,0,0,0,0,0.25788,0.28561,0.04981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis",0,0,0,0,0,0,0,0,0,0.21369,0.00351,0.4915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri",0,0,0,0,0,0,0,0,0,0.15163,0,0.2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea",0,0,0,0,0,0,0,0,0,0.11154,0.08521,0.26237,0.13236,0.24686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72153,0.63722,1.10302,0.10852,1.26453,0,0,0,0,0,0,0.00302,16.57064,11.52874,4.35922
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403",0,0,0,0,0,0,0,0,0,0.05174,0.04213,0.17235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum",0,0,0,0,0,0,0,0,0,0.03868,0.10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium",0,0,0,0,0,0,0,0,0,0.02831,0.02407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_563",0,0,0,0,0,0,0,0,0,0.02422,0.03037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis",0,0,0,0,0,0,0,0,0,0.02123,0,0,0,0,0,0,0,0,0,0,0,0.07858,0,0,0,0,0,0,0,0,0,0.02352,0.01421,0,0,0,0,0.00724,0,0.00552,0.02349,0,0,0,0,0,0,0.01311,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii",0,0,0,0,0,0,0,0,0,0.01487,0.10936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22574,0.46957,0.06192,0.08868,0.14987,0.00293,0.01257,0.03404,0,0,0,0,0,0,0,0,0.00063,0,0,0,0.01558,0,0,0,0
